event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,group
NFP_Mar2025,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.3,1.423988,-0.218945,0.218945,-1.423988,False,NFP
NFP_Mar2025,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,-0.2,1.423988,-0.218945,0.218945,-1.423988,False,NFP
NFP_Mar2025,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.7,1.423988,-0.218945,0.45759,-1.503912,False,NFP
NFP_Mar2025,1.0,2.0,tp,timeout,long,1.0,-0.748016,0.251984,0.051984,1.423988,-0.218945,0.45759,-1.787021,False,NFP
NFP_Mar2025,1.5,0.5,tp,sl,long,1.5,-0.5,1.0,0.8,1.503912,-0.45759,0.218945,-1.423988,False,NFP
NFP_Mar2025,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.3,1.503912,-0.45759,0.218945,-1.423988,False,NFP
NFP_Mar2025,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,-0.2,1.503912,-0.45759,0.45759,-1.503912,False,NFP
NFP_Mar2025,1.5,2.0,tp,timeout,long,1.5,-0.748016,0.751984,0.551984,1.503912,-0.45759,0.45759,-1.787021,False,NFP
NFP_Mar2025,2.0,0.5,timeout,sl,none,0.748016,-0.5,0.248016,0.048016,1.787021,-0.45759,0.218945,-1.423988,False,NFP
NFP_Mar2025,2.0,1.0,timeout,sl,none,0.748016,-1.0,-0.251984,-0.451984,1.787021,-0.45759,0.218945,-1.423988,False,NFP
NFP_Mar2025,2.0,1.5,timeout,sl,none,0.748016,-1.5,-0.751984,-0.951984,1.787021,-0.45759,0.45759,-1.503912,False,NFP
NFP_Mar2025,2.0,2.0,timeout,timeout,none,0.748016,-0.748016,0.0,-0.2,1.787021,-0.45759,0.45759,-1.787021,False,NFP
NFP_Mar2025,3.0,0.5,timeout,sl,none,0.748016,-0.5,0.248016,0.048016,1.787021,-0.45759,0.218945,-1.423988,False,NFP
NFP_Mar2025,3.0,1.0,timeout,sl,none,0.748016,-1.0,-0.251984,-0.451984,1.787021,-0.45759,0.218945,-1.423988,False,NFP
NFP_Mar2025,3.0,1.5,timeout,sl,none,0.748016,-1.5,-0.751984,-0.951984,1.787021,-0.45759,0.45759,-1.503912,False,NFP
NFP_Mar2025,3.0,2.0,timeout,timeout,none,0.748016,-0.748016,0.0,-0.2,1.787021,-0.45759,0.45759,-1.787021,False,NFP
NFP_Apr2025,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,-0.2,0.948212,-0.047547,0.047547,-0.948212,False,NFP
NFP_Apr2025,0.5,1.0,tp,timeout,long,0.5,-0.676591,-0.176591,-0.376591,0.948212,-0.047547,0.416995,-0.948212,False,NFP
NFP_Apr2025,0.5,1.5,tp,timeout,long,0.5,-0.676591,-0.176591,-0.376591,0.948212,-0.047547,0.416995,-0.948212,False,NFP
NFP_Apr2025,0.5,2.0,tp,timeout,long,0.5,-0.676591,-0.176591,-0.376591,0.948212,-0.047547,0.416995,-0.948212,False,NFP
NFP_Apr2025,1.0,0.5,timeout,sl,none,0.676591,-0.5,0.176591,-0.023409,0.948212,-0.416995,0.047547,-0.948212,False,NFP
NFP_Apr2025,1.0,1.0,timeout,timeout,none,0.676591,-0.676591,0.0,-0.2,0.948212,-0.416995,0.416995,-0.948212,False,NFP
