datetime_utc,open,high,low,close,volume,num_trades
2025-01-14 13:15:00,3184.0,3186.25,3182.27,3186.01,1612.893,0
2025-01-14 13:16:00,3186.01,3186.24,3184.0,3184.62,796.009,0
2025-01-14 13:17:00,3184.62,3185.31,3182.77,3182.77,892.433,0
2025-01-14 13:18:00,3182.76,3184.99,3178.78,3184.97,1454.331,0
2025-01-14 13:19:00,3184.97,3185.0,3182.55,3182.82,745.365,0
2025-01-14 13:20:00,3182.83,3183.89,3181.65,3182.63,930.055,0
2025-01-14 13:21:00,3182.64,3186.66,3182.48,3186.38,704.354,0
2025-01-14 13:22:00,3186.37,3186.61,3183.79,3185.55,702.634,0
2025-01-14 13:23:00,3185.55,3185.6,3182.36,3183.32,976.751,0
2025-01-14 13:24:00,3183.32,3183.82,3181.8,3182.51,560.083,0
2025-01-14 13:25:00,3182.51,3184.08,3182.14,3183.45,803.493,0
2025-01-14 13:26:00,3183.45,3183.8,3179.46,3180.66,992.625,0
2025-01-14 13:27:00,3180.66,3180.78,3178.04,3179.1,1652.672,0
2025-01-14 13:28:00,3179.11,3179.88,3177.23,3178.87,3382.307,0
2025-01-14 13:29:00,3178.87,3181.22,3178.81,3179.96,2439.043,0
2025-01-14 13:30:00,3179.96,3225.59,3179.96,3214.48,67475.107,0
2025-01-14 13:31:00,3214.62,3231.0,3213.51,3220.31,24090.183,0
2025-01-14 13:32:00,3220.31,3220.31,3220.31,3220.31,0.0,0
2025-01-14 13:33:00,3220.31,3220.31,3220.31,3220.31,0.0,0
2025-01-14 13:34:00,3225.15,3225.15,3219.04,3219.17,2738.975,0
2025-01-14 13:35:00,3219.18,3219.18,3205.91,3206.78,12591.815,0
2025-01-14 13:36:00,3206.78,3214.34,3205.37,3209.85,5464.629,0
2025-01-14 13:37:00,3209.85,3214.86,3207.0,3209.75,3950.478,0
2025-01-14 13:38:00,3209.76,3210.12,3207.08,3208.24,2798.929,0
2025-01-14 13:39:00,3208.24,3210.35,3205.39,3209.08,3257.723,0
2025-01-14 13:40:00,3209.08,3211.48,3203.26,3204.72,2945.802,0
2025-01-14 13:41:00,3204.72,3210.98,3201.0,3210.51,4629.352,0
