datetime_utc,open,high,low,close,volume,num_trades
2025-04-11 09:30:00,1559.17,1560.73,1558.18,1559.0,3831.374,0
2025-04-11 09:31:00,1559.0,1561.99,1558.99,1561.33,5776.284,0
2025-04-11 09:32:00,1561.33,1561.7,1559.25,1559.73,6427.645,0
2025-04-11 09:33:00,1559.74,1563.29,1559.68,1563.15,5940.319,0
2025-04-11 09:34:00,1563.15,1566.65,1561.67,1566.48,18728.993,0
2025-04-11 09:35:00,1566.47,1567.2,1562.63,1564.85,11833.031,0
2025-04-11 09:36:00,1564.86,1569.38,1564.13,1569.38,12459.205,0
2025-04-11 09:37:00,1569.37,1569.9,1565.46,1565.88,8247.659,0
2025-04-11 09:38:00,1565.88,1567.0,1565.0,1565.46,5713.738,0
2025-04-11 09:39:00,1565.47,1567.0,1565.29,1565.91,2834.095,0
2025-04-11 09:40:00,1565.91,1566.75,1565.01,1565.27,4072.987,0
2025-04-11 09:41:00,1565.27,1565.28,1561.75,1562.09,9948.86,0
2025-04-11 09:42:00,1562.08,1562.98,1560.95,1561.44,4640.423,0
2025-04-11 09:43:00,1561.43,1561.89,1560.41,1561.43,6120.126,0
2025-04-11 09:44:00,1561.44,1562.35,1561.24,1562.2,2068.384,0
2025-04-11 09:45:00,1562.19,1563.31,1561.0,1562.22,3208.213,0
2025-04-11 09:46:00,1562.22,1563.94,1561.21,1561.21,2756.949,0
2025-04-11 09:47:00,1561.21,1562.69,1560.65,1561.01,3426.905,0
2025-04-11 09:48:00,1561.01,1562.98,1560.75,1562.38,5282.526,0
2025-04-11 09:49:00,1562.38,1562.38,1560.2,1560.39,1921.354,0
2025-04-11 09:50:00,1560.39,1560.99,1559.69,1560.09,6055.226,0
2025-04-11 09:51:00,1560.09,1560.99,1557.69,1560.07,10474.421,0
2025-04-11 09:52:00,1560.07,1562.22,1560.07,1561.73,2365.516,0
2025-04-11 09:53:00,1561.73,1563.08,1561.6,1562.47,6290.162,0
2025-04-11 09:54:00,1562.46,1563.22,1561.46,1563.04,2672.235,0
2025-04-11 09:55:00,1563.04,1563.97,1562.5,1563.36,5306.684,0
2025-04-11 09:56:00,1563.36,1563.48,1561.04,1561.67,3506.485,0
2025-04-11 09:57:00,1561.67,1561.95,1560.33,1560.9,1613.512,0
2025-04-11 09:58:00,1560.9,1561.86,1560.62,1561.79,1629.828,0
2025-04-11 09:59:00,1561.8,1563.2,1561.42,1563.19,1456.257,0
2025-04-11 10:00:00,1563.18,1565.69,1561.72,1561.73,6913.707,0
2025-04-11 10:01:00,1561.73,1561.93,1559.07,1559.43,8278.285,0
2025-04-11 10:02:00,1559.43,1559.44,1557.86,1558.21,6888.319,0
2025-04-11 10:03:00,1558.21,1559.04,1558.01,1558.62,2071.156,0
2025-04-11 10:04:00,1558.61,1561.31,1558.51,1558.75,2970.97,0
2025-04-11 10:05:00,1558.75,1559.47,1556.8,1557.34,2918.877,0
2025-04-11 10:06:00,1557.34,1558.59,1557.22,1558.14,1717.57,0
2025-04-11 10:07:00,1558.13,1559.6,1556.56,1557.67,11475.584,0
2025-04-11 10:08:00,1557.66,1561.22,1557.66,1560.42,4567.86,0
2025-04-11 10:09:00,1560.41,1560.98,1556.61,1556.69,2492.584,0
2025-04-11 10:10:00,1556.69,1558.81,1555.78,1557.82,4284.507,0
2025-04-11 10:11:00,1557.82,1558.6,1555.37,1555.79,3487.888,0
2025-04-11 10:12:00,1555.8,1556.5,1552.86,1555.58,17114.226,0
2025-04-11 10:13:00,1555.57,1556.0,1554.74,1555.77,2610.584,0
2025-04-11 10:14:00,1555.77,1557.1,1555.61,1556.29,1721.038,0
2025-04-11 10:15:00,1556.3,1558.33,1555.92,1557.75,4354.37,0
2025-04-11 10:16:00,1557.74,1559.73,1557.0,1558.32,4460.554,0
2025-04-11 10:17:00,1558.33,1559.55,1558.32,1559.5,2034.058,0
2025-04-11 10:18:00,1559.5,1561.72,1559.18,1560.6,7765.49,0
2025-04-11 10:19:00,1560.6,1564.0,1560.05,1563.44,7615.682,0
2025-04-11 10:20:00,1563.43,1566.1,1563.08,1565.03,7715.959,0
2025-04-11 10:21:00,1565.03,1565.38,1563.01,1563.45,5310.491,0
2025-04-11 10:22:00,1563.45,1565.0,1562.34,1563.23,4392.799,0
2025-04-11 10:23:00,1563.23,1565.12,1563.23,1564.07,3340.011,0
2025-04-11 10:24:00,1564.08,1564.08,1563.1,1563.14,2006.56,0
2025-04-11 10:25:00,1563.14,1565.57,1562.35,1564.96,5598.687,0
2025-04-11 10:26:00,1564.96,1565.52,1563.37,1565.17,1941.043,0
2025-04-11 10:27:00,1565.15,1566.24,1564.67,1566.2,3626.152,0
2025-04-11 10:28:00,1566.2,1568.44,1565.51,1568.42,6952.858,0
2025-04-11 10:29:00,1568.41,1568.96,1566.81,1566.81,4809.851,0
