datetime_utc,open,high,low,close,volume,num_trades
2025-04-10 11:30:00,1586.04,1586.63,1585.35,1586.01,2603.09,0
2025-04-10 11:31:00,1586.0,1587.79,1585.36,1587.79,4029.785,0
2025-04-10 11:32:00,1587.79,1591.66,1587.79,1591.41,5926.468,0
2025-04-10 11:33:00,1591.42,1591.65,1590.39,1590.54,2622.928,0
2025-04-10 11:34:00,1590.54,1591.34,1589.95,1590.6,1902.406,0
2025-04-10 11:35:00,1590.6,1591.5,1590.51,1591.22,1845.493,0
2025-04-10 11:36:00,1591.23,1593.39,1591.23,1593.36,3560.079,0
2025-04-10 11:37:00,1593.36,1593.47,1592.4,1592.61,3380.64,0
2025-04-10 11:38:00,1592.6,1592.91,1591.75,1592.1,2485.081,0
2025-04-10 11:39:00,1592.1,1592.1,1588.89,1589.51,3807.478,0
2025-04-10 11:40:00,1589.52,1591.44,1589.01,1591.13,4649.773,0
2025-04-10 11:41:00,1591.13,1591.13,1589.23,1590.35,1620.784,0
2025-04-10 11:42:00,1590.36,1591.27,1589.36,1590.0,1183.986,0
2025-04-10 11:43:00,1590.0,1591.38,1589.12,1590.91,1864.556,0
2025-04-10 11:44:00,1590.9,1590.91,1589.01,1590.06,1391.78,0
2025-04-10 11:45:00,1590.05,1591.47,1589.43,1591.24,1726.444,0
2025-04-10 11:46:00,1591.23,1591.7,1590.33,1591.34,1848.613,0
2025-04-10 11:47:00,1591.35,1592.31,1590.41,1590.42,3020.084,0
2025-04-10 11:48:00,1590.41,1591.35,1590.36,1590.61,1420.444,0
2025-04-10 11:49:00,1590.61,1591.4,1590.16,1590.88,567.075,0
2025-04-10 11:50:00,1590.88,1591.37,1590.0,1590.51,1358.406,0
2025-04-10 11:51:00,1590.52,1590.63,1588.63,1589.53,1595.24,0
2025-04-10 11:52:00,1589.54,1590.53,1588.0,1588.23,1715.009,0
2025-04-10 11:53:00,1588.24,1588.97,1588.24,1588.51,1212.484,0
2025-04-10 11:54:00,1588.5,1589.37,1588.05,1589.37,646.833,0
2025-04-10 11:55:00,1589.36,1592.04,1589.28,1591.85,4017.107,0
2025-04-10 11:56:00,1591.85,1592.32,1590.94,1591.16,2048.821,0
2025-04-10 11:57:00,1591.15,1592.18,1590.98,1591.67,996.164,0
2025-04-10 11:58:00,1591.67,1595.58,1591.5,1595.39,11949.975,0
2025-04-10 11:59:00,1595.39,1595.65,1593.62,1593.92,3271.879,0
2025-04-10 12:00:00,1593.91,1593.91,1592.0,1592.64,5439.387,0
2025-04-10 12:01:00,1592.65,1594.5,1592.62,1593.52,2206.315,0
2025-04-10 12:02:00,1593.51,1594.42,1592.32,1594.01,1761.901,0
2025-04-10 12:03:00,1594.0,1594.57,1593.01,1593.31,2020.672,0
2025-04-10 12:04:00,1593.31,1621.14,1592.15,1598.14,71938.745,0
2025-04-10 12:05:00,1598.15,1598.72,1596.07,1597.3,12505.842,0
2025-04-10 12:06:00,1597.38,1597.71,1594.0,1594.65,7721.506,0
2025-04-10 12:07:00,1594.65,1595.01,1586.15,1588.91,15284.564,0
2025-04-10 12:08:00,1588.92,1589.49,1586.1,1587.44,7665.768,0
2025-04-10 12:09:00,1587.39,1589.95,1587.21,1589.69,6607.705,0
2025-04-10 12:10:00,1589.7,1591.84,1588.03,1591.77,4661.336,0
2025-04-10 12:11:00,1591.7,1594.23,1591.48,1593.53,4278.499,0
2025-04-10 12:12:00,1593.52,1593.76,1591.54,1593.13,3474.027,0
2025-04-10 12:13:00,1593.13,1594.52,1592.79,1594.52,5364.48,0
2025-04-10 12:14:00,1594.53,1596.0,1591.68,1595.9,4496.805,0
2025-04-10 12:15:00,1595.9,1596.13,1593.54,1595.25,4772.74,0
2025-04-10 12:16:00,1595.24,1596.09,1593.6,1593.7,2184.774,0
2025-04-10 12:17:00,1593.71,1596.63,1593.11,1596.09,2687.369,0
2025-04-10 12:18:00,1596.09,1599.02,1595.0,1598.68,9466.79,0
2025-04-10 12:19:00,1598.68,1600.06,1597.3,1599.84,11623.435,0
2025-04-10 12:20:00,1599.84,1601.61,1599.1,1599.91,9767.582,0
2025-04-10 12:21:00,1599.92,1600.48,1597.0,1597.31,6133.37,0
2025-04-10 12:22:00,1597.31,1598.87,1596.36,1597.25,4827.881,0
2025-04-10 12:23:00,1597.25,1600.33,1596.23,1600.06,5861.619,0
2025-04-10 12:24:00,1600.06,1600.3,1598.25,1599.92,4316.666,0
2025-04-10 12:25:00,1599.92,1601.4,1599.46,1601.31,4326.086,0
2025-04-10 12:26:00,1601.31,1604.75,1601.31,1604.43,12181.075,0
2025-04-10 12:27:00,1604.43,1605.47,1601.87,1602.64,10999.832,0
2025-04-10 12:28:00,1602.64,1606.5,1602.57,1605.36,5661.22,0
2025-04-10 12:29:00,1605.35,1627.61,1605.26,1612.71,61390.873,0
2025-04-10 12:30:00,1612.7,1626.93,1608.79,1616.59,108391.836,0
2025-04-10 12:31:00,1616.58,1616.58,1606.32,1608.86,36824.701,0
2025-04-10 12:32:00,1608.86,1612.53,1604.04,1604.64,27223.675,0
2025-04-10 12:33:00,1604.63,1608.63,1603.68,1608.38,12405.527,0
2025-04-10 12:34:00,1608.38,1608.5,1597.51,1602.88,24512.66,0
2025-04-10 12:35:00,1602.94,1603.43,1597.92,1602.88,20622.023,0
2025-04-10 12:36:00,1602.83,1604.11,1599.0,1604.11,16416.523,0
2025-04-10 12:37:00,1604.11,1605.61,1601.94,1601.96,13895.329,0
2025-04-10 12:38:00,1601.99,1603.42,1600.2,1601.77,7774.981,0
2025-04-10 12:39:00,1601.77,1605.59,1601.77,1603.57,6329.594,0
2025-04-10 12:40:00,1603.57,1603.57,1598.5,1598.9,8365.964,0
2025-04-10 12:41:00,1598.9,1598.97,1593.5,1595.63,15560.027,0
2025-04-10 12:42:00,1595.63,1599.4,1595.22,1598.81,6548.85,0
2025-04-10 12:43:00,1598.81,1600.99,1597.47,1600.25,4406.871,0
2025-04-10 12:44:00,1600.26,1601.0,1598.24,1598.24,4448.628,0
2025-04-10 12:45:00,1598.24,1598.63,1596.48,1597.84,6531.466,0
2025-04-10 12:46:00,1597.8,1597.8,1592.53,1593.88,11849.679,0
2025-04-10 12:47:00,1593.89,1594.04,1590.0,1591.9,18154.083,0
2025-04-10 12:48:00,1591.9,1593.26,1588.0,1588.59,10517.039,0
2025-04-10 12:49:00,1588.59,1592.54,1588.5,1589.03,7641.673,0
2025-04-10 12:50:00,1589.03,1589.74,1581.58,1583.04,28897.495,0
2025-04-10 12:51:00,1582.93,1585.53,1581.12,1584.99,17643.6,0
2025-04-10 12:52:00,1584.98,1590.02,1584.98,1588.6,13084.136,0
2025-04-10 12:53:00,1588.6,1590.55,1587.38,1588.3,8610.805,0
2025-04-10 12:54:00,1588.29,1592.0,1588.0,1592.0,5773.029,0
2025-04-10 12:55:00,1591.99,1592.5,1590.19,1590.45,5591.081,0
2025-04-10 12:56:00,1590.46,1590.51,1588.93,1590.06,3855.317,0
2025-04-10 12:57:00,1590.06,1592.28,1589.59,1591.15,5061.064,0
2025-04-10 12:58:00,1591.16,1591.72,1590.14,1590.5,3009.609,0
2025-04-10 12:59:00,1590.5,1592.87,1590.5,1592.63,4351.529,0
2025-04-10 13:00:00,1592.62,1593.4,1591.04,1593.15,5322.187,0
2025-04-10 13:01:00,1593.16,1593.25,1590.69,1592.29,4719.934,0
2025-04-10 13:02:00,1592.29,1594.29,1591.82,1593.99,5767.252,0
2025-04-10 13:03:00,1593.99,1593.99,1590.01,1591.62,3787.953,0
2025-04-10 13:04:00,1591.6,1591.76,1590.45,1591.3,5933.464,0
2025-04-10 13:05:00,1591.29,1591.29,1589.8,1590.47,4731.547,0
2025-04-10 13:06:00,1590.47,1590.8,1586.66,1586.85,11283.984,0
2025-04-10 13:07:00,1586.86,1589.95,1585.81,1589.18,8315.362,0
2025-04-10 13:08:00,1589.18,1589.78,1586.52,1586.74,4867.009,0
2025-04-10 13:09:00,1586.74,1587.09,1585.39,1586.33,7149.292,0
2025-04-10 13:10:00,1586.33,1588.8,1585.32,1588.39,5154.128,0
2025-04-10 13:11:00,1588.4,1590.0,1588.0,1589.03,8166.509,0
2025-04-10 13:12:00,1589.02,1589.18,1586.4,1586.87,3014.676,0
2025-04-10 13:13:00,1586.88,1588.94,1586.0,1588.37,3701.78,0
2025-04-10 13:14:00,1588.36,1588.77,1584.36,1584.63,6197.081,0
2025-04-10 13:15:00,1584.62,1584.99,1581.26,1581.94,11697.29,0
