event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,anchor
FOMC_Dec,0.5,2.0,tp,tp,short,0.5,0.5,1.0,1.0,0.979548,-1.272472,0.660475,-0.021154,False,A_statement_1400ET
FOMC_Dec,1.0,0.5,sl,tp,short,-0.5,1.0,0.5,0.5,0.021154,-0.660475,1.15495,-0.021154,False,A_statement_1400ET
FOMC_Dec,1.0,1.0,sl,tp,short,-1.0,1.0,0.0,0.0,0.021154,-1.15495,1.15495,-0.021154,False,A_statement_1400ET
FOMC_Dec,1.0,1.5,sl,tp,short,-1.5,1.0,-0.5,-0.5,0.979548,-1.839517,1.15495,-0.021154,False,A_statement_1400ET
FOMC_Dec,1.0,2.0,tp,tp,short,1.0,1.0,2.0,2.0,1.10089,-1.839517,1.15495,-0.021154,False,A_statement_1400ET
FOMC_Dec,1.5,0.5,sl,sl,short,-0.5,-0.5,-1.0,-1.0,0.021154,-0.660475,1.272472,-0.979548,False,A_statement_1400ET
FOMC_Dec,1.5,1.0,sl,tp,short,-1.0,1.5,0.5,0.5,0.021154,-1.15495,1.839517,-0.979548,False,A_statement_1400ET
FOMC_Dec,1.5,1.5,sl,tp,short,-1.5,1.5,0.0,0.0,0.979548,-1.839517,1.839517,-0.979548,False,A_statement_1400ET
FOMC_Dec,1.5,2.0,timeout,tp,short,-1.492827,1.5,0.007173,0.007173,1.248968,-1.839517,1.839517,-0.979548,False,A_statement_1400ET
FOMC_Dec,2.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,0.021154,-0.660475,1.272472,-0.979548,False,A_statement_1400ET
FOMC_Dec,2.0,1.0,sl,sl,none,-1.0,-1.0,-2.0,-2.0,0.021154,-1.15495,1.839517,-1.10089,False,A_statement_1400ET
FOMC_Dec,2.0,1.5,sl,timeout,none,-1.5,1.492827,-0.007173,-0.007173,0.979548,-1.839517,1.839517,-1.248968,False,A_statement_1400ET
FOMC_Dec,2.0,2.0,timeout,timeout,none,-1.492827,1.492827,0.0,0.0,1.248968,-1.839517,1.839517,-1.248968,False,A_statement_1400ET
FOMC_Dec,3.0,0.5,sl,sl,none,-0.5,-0.5,-1.0,-1.0,0.021154,-0.660475,1.272472,-0.979548,False,A_statement_1400ET
FOMC_Dec,3.0,1.0,sl,sl,none,-1.0,-1.0,-2.0,-2.0,0.021154,-1.15495,1.839517,-1.10089,False,A_statement_1400ET
FOMC_Dec,3.0,1.5,sl,timeout,none,-1.5,1.492827,-0.007173,-0.007173,0.979548,-1.839517,1.839517,-1.248968,False,A_statement_1400ET
FOMC_Dec,3.0,2.0,timeout,timeout,none,-1.492827,1.492827,0.0,0.0,1.248968,-1.839517,1.839517,-1.248968,False,A_statement_1400ET
FOMC_Jan,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,0.0,0.899288,-0.456165,0.456165,-0.899288,False,B_pressconf_1430ET
FOMC_Jan,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.5,0.899288,-0.456165,0.456165,-1.357736,False,B_pressconf_1430ET
FOMC_Jan,0.5,1.5,tp,sl,long,0.5,-1.5,-1.0,-1.0,0.899288,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
FOMC_Jan,0.5,2.0,tp,sl,long,0.5,-2.0,-1.5,-1.5,0.899288,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
FOMC_Jan,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.5,1.357736,-0.456165,0.456165,-0.899288,False,B_pressconf_1430ET
FOMC_Jan,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,0.0,1.357736,-0.456165,0.456165,-1.357736,False,B_pressconf_1430ET
FOMC_Jan,1.0,1.5,tp,sl,long,1.0,-1.5,-0.5,-0.5,1.357736,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
FOMC_Jan,1.0,2.0,tp,sl,long,1.0,-2.0,-1.0,-1.0,1.357736,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
FOMC_Jan,1.5,0.5,tp,sl,long,1.5,-0.5,1.0,1.0,2.66428,-0.456165,0.456165,-0.899288,False,B_pressconf_1430ET
FOMC_Jan,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.5,2.66428,-0.456165,0.456165,-1.357736,False,B_pressconf_1430ET
FOMC_Jan,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,0.0,2.66428,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
FOMC_Jan,1.5,2.0,tp,sl,long,1.5,-2.0,-0.5,-0.5,2.66428,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
FOMC_Jan,2.0,0.5,tp,sl,long,2.0,-0.5,1.5,1.5,2.66428,-0.456165,0.456165,-0.899288,False,B_pressconf_1430ET
FOMC_Jan,2.0,1.0,tp,sl,long,2.0,-1.0,1.0,1.0,2.66428,-0.456165,0.456165,-1.357736,False,B_pressconf_1430ET
FOMC_Jan,2.0,1.5,tp,sl,long,2.0,-1.5,0.5,0.5,2.66428,-0.456165,0.456165,-2.66428,False,B_pressconf_1430ET
