event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,event_type
FOMC_Press_Conference_Mar,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.5,0.676824,-0.496008,0.496008,-1.177773,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,0.5,1.5,tp,timeout,long,0.5,-0.761303,-0.261303,-0.261303,0.676824,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,0.5,2.0,tp,timeout,long,0.5,-0.761303,-0.261303,-0.261303,0.676824,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.5,1.177773,-0.496008,0.496008,-0.676824,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,0.0,1.177773,-0.496008,0.496008,-1.177773,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.0,1.5,tp,timeout,long,1.0,-0.761303,0.238697,0.238697,1.177773,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.0,2.0,tp,timeout,long,1.0,-0.761303,0.238697,0.238697,1.177773,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.5,0.5,timeout,sl,none,0.761303,-0.5,0.261303,0.261303,1.372915,-0.496008,0.496008,-0.676824,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.5,1.0,timeout,sl,none,0.761303,-1.0,-0.238697,-0.238697,1.372915,-0.496008,0.496008,-1.177773,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.5,1.5,timeout,timeout,none,0.761303,-0.761303,0.0,0.0,1.372915,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,1.5,2.0,timeout,timeout,none,0.761303,-0.761303,0.0,0.0,1.372915,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,2.0,0.5,timeout,sl,none,0.761303,-0.5,0.261303,0.261303,1.372915,-0.496008,0.496008,-0.676824,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,2.0,1.0,timeout,sl,none,0.761303,-1.0,-0.238697,-0.238697,1.372915,-0.496008,0.496008,-1.177773,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,2.0,1.5,timeout,timeout,none,0.761303,-0.761303,0.0,0.0,1.372915,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,2.0,2.0,timeout,timeout,none,0.761303,-0.761303,0.0,0.0,1.372915,-0.496008,0.496008,-1.372915,False,FOMC_PRESS_CONFERENCE
FOMC_Press_Conference_Mar,3.0,0.5,timeout,sl,none,0.761303,-0.5,0.261303,0.261303,1.372915,-0.496008,0.496008,-0.676824,False,FOMC_PRESS_CONFERENCE
